Table,Order,Field,Lark Type,Required,Nullable,Key role,Source path / metric,Definition,Time / zero / null semantics,Example,Relation / Options,Import note
RAW_Meta_Organic_Content,18,source_payload_json,LongText,Yes,No,Audit,source object,Redacted raw source payload,No token/secret,{...},,JSON string
RAW_Meta_Organic_Content,19,sync_run_id,Text,Yes,No,Audit,runtime,Sync correlation ID,Never null,run_...,MKT_Sync_Log,
RAW_Meta_Organic_Metrics,1,raw_metric_key,Text,Yes,No,Primary + Stable,adapter,One row per entity metric and source time,Never null,facebook:content:POST_ID:reach:day:2026-07-17,,Primary field
RAW_Meta_Organic_Metrics,2,platform,SingleSelect,Yes,No,Partition,adapter,Organic platform,Exact controlled value,facebook,facebook|instagram,Use Views by platform
RAW_Meta_Organic_Metrics,3,entity_type,SingleSelect,Yes,No,Grain,adapter,Metric owner type,Never null,content,account|content,Use Views by entity type
RAW_Meta_Organic_Metrics,4,source_account_id,Text,Yes,No,Parent identity,account/page ID,Owner account ID,Text,ACCOUNT_ID,RAW_Meta_Organic_Accounts,
RAW_Meta_Organic_Metrics,5,source_entity_id,Text,Yes,No,Identity,account/post/media ID,Metric entity ID,Text,POST_ID,,
RAW_Meta_Organic_Metrics,6,metric_name,Text,Yes,No,Metric identity,name,Exact source metric name,Do not rename in Raw,reach,,
RAW_Meta_Organic_Metrics,7,period,Text,Yes,No,Metric identity,period,Source period/lifetime contract,Exact source value,day,,
RAW_Meta_Organic_Metrics,8,value_number,Number,No,Yes,Metric,values[].value/total_value.value/scalar,Numeric metric value,Observed 0 remains 0; missing/unsupported null,0,,
RAW_Meta_Organic_Metrics,9,value_json,LongText,No,Yes,Metric raw,structured value,Preserved non-scalar metric value,Null valid,,,JSON string
RAW_Meta_Organic_Metrics,10,response_shape,SingleSelect,Yes,No,Contract,adapter,Observed payload shape,Never null,values,values|total_value|scalar|other,
RAW_Meta_Organic_Metrics,11,end_time_raw,Text,No,Yes,Source time,values[].end_time,Exact source end_time text,Do not pre-convert,2026-07-17T07:00:00+0000,,
RAW_Meta_Organic_Metrics,12,source_snapshot_at,DateTime,No,Yes,Source time,response context,Source snapshot instant when available,Null valid,,,
RAW_Meta_Organic_Metrics,13,metric_date,Date,Yes,No,Derived date,source time in Asia/Bangkok,Canonical reporting date,Date-only Asia/Bangkok,2026-07-17,,
RAW_Meta_Organic_Metrics,14,timezone_basis,SingleSelect,Yes,No,Contract,adapter,Date derivation basis,Never null,asia_bangkok,asia_bangkok|source_raw,
RAW_Meta_Organic_Metrics,15,fetched_at,DateTime,Yes,No,Audit,connector clock,Fetch instant UTC,Store exact instant,,,
RAW_Meta_Organic_Metrics,16,source_payload_json,LongText,Yes,No,Audit,metric object,Redacted raw metric payload,No token/secret,{...},,JSON string
RAW_Meta_Organic_Metrics,17,sync_run_id,Text,Yes,No,Audit,runtime,Sync correlation ID,Never null,run_...,MKT_Sync_Log,
RAW_Ads_Entities,1,raw_ads_entity_key,Text,Yes,No,Primary + Stable,adapter,Cross-platform Ads entity identity,Never null,meta_ads:ACCOUNT_ID:campaign:CAMPAIGN_ID,,Primary field
RAW_Ads_Entities,2,platform,SingleSelect,Yes,No,Partition,adapter,Ads platform,Exact controlled value,meta_ads,meta_ads|tiktok_ads|google_ads,Use Views by platform
RAW_Ads_Entities,3,ad_channel,SingleSelect,No,Yes,Classification,publisher_platform/channel type,Normalized delivery channel,Null for account-level entities,facebook_ads,facebook_ads|instagram_ads|tiktok_ads|youtube_ads|google_search_ads|google_display_ads|google_other,
RAW_Ads_Entities,4,account_id,Text,Yes,No,Parent identity,ad account/customer/advertiser id,External Ads account ID,Text,ACCOUNT_ID,,
RAW_Ads_Entities,5,entity_type,SingleSelect,Yes,No,Grain,adapter,Entity type within account,Never null,campaign,account|campaign|ad_group|ad|creative|audience,Use Views by entity type
RAW_Ads_Entities,6,external_entity_id,Text,Yes,No,Identity,entity id,External entity ID,Text,CAMPAIGN_ID,,
RAW_Ads_Entities,7,parent_campaign_id,Text,No,Yes,Parent identity,campaign id,Parent campaign ID,Null for account/campaign,CAMPAIGN_ID,,
RAW_Ads_Entities,8,parent_ad_group_id,Text,No,Yes,Parent identity,ad set/ad group id,Parent ad group ID,Null above ad-group grain,,,
RAW_Ads_Entities,9,external_creative_id,Text,No,Yes,Relationship,creative id/asset resource,Referenced Creative ID,Ad and Creative stay distinct,,,
RAW_Ads_Entities,10,entity_name,Text,No,Yes,Attribute,name,Current entity name,Null valid,,,
RAW_Ads_Entities,11,status,Text,No,Yes,State,status/effective_status,Exact source status,Unknown remains raw text,ACTIVE,,
RAW_Ads_Entities,12,objective,Text,No,Yes,Attribute,objective/advertising_channel_type,Source objective/channel objective,Null valid,,,
RAW_Ads_Entities,13,currency,Text,No,Yes,Account attribute,currency_code,Account currency ISO code,Null below account if inherited,THB,,
RAW_Ads_Entities,14,timezone,Text,No,Yes,Account attribute,timezone_name,Account reporting timezone,Required before performance normalization,Asia/Bangkok,,
RAW_Ads_Entities,15,budget_micros,Number,No,Yes,Money,budget decimal/micros,Budget stored as safe integer micros,0 valid; missing null,1000000,,Safe integer
RAW_Ads_Entities,16,start_date,Date,No,Yes,Schedule,start_time/date,Entity start date,Account timezone date,,,
RAW_Ads_Entities,17,end_date,Date,No,Yes,Schedule,stop_time/date,Entity end date,Null for open-ended,,,
RAW_Ads_Entities,18,landing_page_url,URL,No,Yes,Attribute,destination URL,Ad/creative landing page,Null valid,,,
RAW_Ads_Entities,19,source_updated_at,DateTime,No,Yes,Source time,updated_time,Source update instant,Null valid,,,
RAW_Ads_Entities,20,fetched_at,DateTime,Yes,No,Audit,connector clock,Fetch instant UTC,Store exact instant,,,
RAW_Ads_Entities,21,source_payload_json,LongText,Yes,No,Audit,source object,Redacted raw source payload,No token/secret,{...},,JSON string
RAW_Ads_Entities,22,sync_run_id,Text,Yes,No,Audit,runtime,Sync correlation ID,Never null,run_...,MKT_Sync_Log,
RAW_Ads_Daily,1,raw_ads_daily_key,Text,Yes,No,Primary + Stable,adapter,Entity×date×breakdown performance identity,Never null,google_ads:ACCOUNT_ID:ad:AD_ID:2026-07-17:none,,Primary field
RAW_Ads_Daily,2,platform,SingleSelect,Yes,No,Partition,adapter,Ads platform,Exact controlled value,google_ads,meta_ads|tiktok_ads|google_ads,Use Views by platform
RAW_Ads_Daily,3,ad_channel,SingleSelect,No,Yes,Classification,placement/channel,Normalized delivery channel,Null when unavailable,google_search_ads,facebook_ads|instagram_ads|tiktok_ads|youtube_ads|google_search_ads|google_display_ads|google_other,
RAW_Ads_Daily,4,account_id,Text,Yes,No,Parent identity,account/customer/advertiser id,External Ads account ID,Text,ACCOUNT_ID,,
RAW_Ads_Daily,5,entity_type,SingleSelect,Yes,No,Grain,adapter,Performance entity type,Never null,ad,account|campaign|ad_group|ad|creative,
RAW_Ads_Daily,6,external_entity_id,Text,Yes,No,Identity,dimension entity id,Performance entity ID,Text,AD_ID,,
RAW_Ads_Daily,7,external_campaign_id,Text,No,Yes,Hierarchy,campaign id,Campaign ID,Null above campaign grain,,,
RAW_Ads_Daily,8,external_ad_group_id,Text,No,Yes,Hierarchy,ad set/ad group id,Ad group ID,Null above ad-group grain,,,
RAW_Ads_Daily,9,external_ad_id,Text,No,Yes,Hierarchy,ad id,Ad ID,Null above ad grain,,,
RAW_Ads_Daily,10,external_creative_id,Text,No,Yes,Hierarchy,creative id,Creative ID when exposed,Null valid,,,
RAW_Ads_Daily,11,metric_date,Date,Yes,No,Source date,date_start/segments.date/stat_time_day,Performance date in account timezone,Date-only account timezone,2026-07-17,,
RAW_Ads_Daily,12,account_timezone,Text,Yes,No,Contract,account metadata,Timezone used for metric_date,Must be verified before write,Asia/Bangkok,,
RAW_Ads_Daily,13,currency,Text,Yes,No,Contract,account metadata,Currency ISO code,Never infer across accounts,THB,,
RAW_Ads_Daily,14,spend_micros,Number,No,Yes,Metric money,spend/cost_micros,Spend as safe integer micros,Observed 0 remains 0; missing null,100250000,,Safe integer
RAW_Ads_Daily,15,impressions,Number,No,Yes,Metric,impressions,Delivered impressions,Observed 0 remains 0; missing null,1000,,Whole number
RAW_Ads_Daily,16,reach,Number,No,Yes,Metric,reach,Unique reach when supported,Observed 0 remains 0; unsupported null,,,
RAW_Ads_Daily,17,clicks,Number,No,Yes,Metric,clicks,Clicks,Observed 0 remains 0; missing null,20,,Whole number
RAW_Ads_Daily,18,conversions,Number,No,Yes,Metric,approved conversion actions,Mapped conversions,"No mapping means null, not guessed",,,
RAW_Ads_Daily,19,conversion_value_micros,Number,No,Yes,Metric money,approved conversion value,Conversion value as safe integer micros,No mapping means null,0,,Safe integer
RAW_Ads_Daily,20,actions_json,LongText,No,Yes,Metric raw,actions/conversions arrays,Unmapped action arrays preserved,Null valid,[...],,JSON string
RAW_Ads_Daily,21,breakdown_key,Text,Yes,No,Breakdown identity,adapter,Deterministic breakdown identity,Use none when no breakdown,none,,
RAW_Ads_Daily,22,breakdown_json,LongText,No,Yes,Breakdown raw,placement/device/network fields,Structured breakdown values,Null when none,{},,JSON string
RAW_Ads_Daily,23,fetched_at,DateTime,Yes,No,Audit,connector clock,Fetch instant UTC,Store exact instant,,,
RAW_Ads_Daily,24,source_payload_json,LongText,Yes,No,Audit,source row,Redacted raw performance payload,No token/secret,{...},,JSON string
RAW_Ads_Daily,25,sync_run_id,Text,Yes,No,Audit,runtime,Sync correlation ID,Never null,run_...,MKT_Sync_Log,
MKT_Account_Daily,1,account_daily_key,Text,Yes,No,Primary + Stable,formula,Account×date stable key,Never null,instagram:ACCOUNT_ID:2026-07-17,,Primary field
MKT_Account_Daily,2,metric_date,Date,Yes,No,Grain,normalized source date,Canonical account metric date,Organic uses Asia/Bangkok,2026-07-17,,
MKT_Account_Daily,3,platform,SingleSelect,Yes,No,Partition,normalized,Organic platform,Exact controlled value,instagram,facebook|instagram|tiktok|youtube,Use Views by platform
MKT_Account_Daily,4,account_key,Text,Yes,No,Relation,MKT_Accounts.account_key,Canonical account stable key,Never null,instagram:ACCOUNT_ID,MKT_Accounts,
MKT_Account_Daily,5,account_id,Text,Yes,No,Identity,normalized source ID,External account ID,Text,ACCOUNT_ID,,
MKT_Account_Daily,6,followers,Number,No,Yes,Metric,source metric mapping,Follower count,Observed 0 remains 0; missing null,4,,
MKT_Account_Daily,7,follows,Number,No,Yes,Metric,source metric mapping,Following count,Observed 0 remains 0; missing null,7,,
MKT_Account_Daily,8,profile_views,Number,No,Yes,Metric,source metric mapping,Profile/page views,Observed 0 remains 0; unsupported null,,,
MKT_Account_Daily,9,views,Number,No,Yes,Metric,source metric mapping,Account/page media views,Observed 0 remains 0; unsupported null,11,,
MKT_Account_Daily,10,reach,Number,No,Yes,Metric,source metric mapping,Account reach,Observed 0 remains 0; unsupported null,5,,
MKT_Account_Daily,11,accounts_engaged,Number,No,Yes,Metric,source metric mapping,Accounts engaged,Observed 0 remains 0; unsupported null,4,,
MKT_Account_Daily,12,total_interactions,Number,No,Yes,Metric,source metric mapping,Total interactions,Observed 0 remains 0; unsupported null,4,,
MKT_Account_Daily,13,net_follows,Number,No,Yes,Derived metric,follows gained - unfollows,Net follower change,May be negative; missing components null,0,,
MKT_Account_Daily,14,fetched_at,DateTime,Yes,No,Audit,connector clock,Latest contributing fetch instant,Exact instant,,,
MKT_Account_Daily,15,sync_run_id,Text,Yes,No,Audit,runtime,Sync correlation ID,Never null,run_...,MKT_Sync_Log,
MKT_Ads_Ads,1,ads_ad_key,Text,Yes,No,Primary + Stable,formula,Cross-platform Ad stable key,Never null,meta_ads:ACCOUNT_ID:ad:AD_ID,,Primary field
MKT_Ads_Ads,2,platform,SingleSelect,Yes,No,Partition,normalized,Ads platform,Exact controlled value,meta_ads,meta_ads|tiktok_ads|google_ads,Use Views by platform
MKT_Ads_Ads,3,ad_channel,SingleSelect,No,Yes,Classification,normalized placement/channel,Delivery channel,Null before delivery classification,facebook_ads,facebook_ads|instagram_ads|tiktok_ads|youtube_ads|google_search_ads|google_display_ads|google_other,
MKT_Ads_Ads,4,account_id,Text,Yes,No,Parent identity,normalized,External Ads account ID,Text,ACCOUNT_ID,MKT_Ads_Accounts,
MKT_Ads_Ads,5,external_campaign_id,Text,Yes,No,Parent identity,normalized,External campaign ID,Text,CAMPAIGN_ID,MKT_Ads_Campaigns,
MKT_Ads_Ads,6,external_ad_group_id,Text,Yes,No,Parent identity,normalized,External ad set/ad group ID,Text,ADGROUP_ID,MKT_Ads_AdGroups,
MKT_Ads_Ads,7,external_ad_id,Text,Yes,No,Identity,normalized,External Ad ID,Text,AD_ID,,
MKT_Ads_Ads,8,external_creative_id,Text,No,Yes,Relationship,normalized,Referenced Creative ID,Ad and Creative remain distinct,CREATIVE_ID,MKT_Ads_Creatives,
MKT_Ads_Ads,9,ad_name,Text,No,Yes,Attribute,name,Current Ad name,Null valid,,,
MKT_Ads_Ads,10,status,Text,No,Yes,State,effective/status,Normalized/source status,Unknown remains raw text,ACTIVE,,
MKT_Ads_Ads,11,landing_page_url,URL,No,Yes,Attribute,destination URL,Landing page URL,Null valid,,,
MKT_Ads_Ads,12,organic_content_id,Text,No,Yes,Relationship,object story/post/video linkage,Linked Organic content ID,Null valid,,MKT_Content,
MKT_Ads_Ads,13,source_updated_at,DateTime,No,Yes,Source time,updated_time,Source update instant,Null valid,,,
MKT_Ads_Ads,14,last_sync_at,DateTime,Yes,No,Audit,runtime,Latest successful sync instant,Exact instant,,,
