Table,Order,Field,Lark Type,Required,Nullable,Key role,Source path / metric,Definition,Time / zero / null semantics,Example,Relation / Options,Import note
RAW_Instagram_Media,16,sync_run_id,Text,Yes,No,Audit,runtime,Sync correlation,Never null,,MKT_Sync_Log,
RAW_Instagram_Media_Insights,1,raw_ig_media_insight_key,Text,Yes,No,Primary + Stable,instagram:{canonical_ig_user_id}:{source_media_id_or_account}:{metric_name}:{period_or_timeframe}:{source_end_time_or_request_window},Stable metric/source-window key,Never null,,,Primary field
RAW_Instagram_Media_Insights,2,canonical_ig_user_id,Text,Yes,No,Identity,/me.id,Canonical IG account ID,Never use insights prefix,INSTAGRAM_USER_ID,RAW_Instagram_Accounts,
RAW_Instagram_Media_Insights,3,source_media_id,Text,Yes,No,Identity,media id or account sentinel,Media ID; account rows may use canonical ID,Text,,,
RAW_Instagram_Media_Insights,4,metric_name,Text,Yes,No,Identity,name,Exact metric name,Do not rename in RAW,reach,,
RAW_Instagram_Media_Insights,5,period,Text,No,Yes,Query contract,period,Requested/returned period,Null valid for lifetime metrics,,,
RAW_Instagram_Media_Insights,6,timeframe,Text,No,Yes,Query contract,timeframe,Requested timeframe when supported,Null valid,,,
RAW_Instagram_Media_Insights,7,response_shape,SingleSelect,Yes,No,Contract,adapter,Observed response shape,Never assume uniform shape,total_value,values|total_value|other,
RAW_Instagram_Media_Insights,8,value_number,Number,No,Yes,Metric,values[].value or total_value.value,Numeric metric value,0 is real; null only missing/unsupported,0,,
RAW_Instagram_Media_Insights,9,value_json,LongText,No,Yes,Metric raw,non-scalar value,Preserve structured metric,Null valid,,,JSON
RAW_Instagram_Media_Insights,10,end_time_raw,Text,No,Yes,Source time,values[].end_time,Exact Meta source end_time,Keep raw before timezone derive,2026-07-17T07:00:00+0000,,
RAW_Instagram_Media_Insights,11,request_since,Text,No,Yes,Query window,since,Exact request lower bound,Audit only,2026-07-16,,
RAW_Instagram_Media_Insights,12,request_until,Text,No,Yes,Query window,until,Exact request upper bound,Audit only,2026-07-21,,
RAW_Instagram_Media_Insights,13,snapshot_date,Date,Yes,No,Derived date,end_time/fetched_at in Asia/Bangkok,Canonical reporting date,Bangkok date; 0 rows retained,2026-07-17,,
RAW_Instagram_Media_Insights,14,fetched_at,DateTime,Yes,No,Audit,connector clock,Fetch instant UTC,Exact instant,,,
RAW_Instagram_Media_Insights,15,source_payload_json,LongText,Yes,No,Audit,metric object,Redacted raw metric payload,No token,,,JSON
RAW_Instagram_Media_Insights,16,sync_run_id,Text,Yes,No,Audit,runtime,Sync correlation,Never null,,MKT_Sync_Log,
RAW_Instagram_Account_Insights,1,raw_ig_account_insight_key,Text,Yes,No,Primary + Stable,instagram:{canonical_ig_user_id}:{source_account_id_or_account}:{metric_name}:{period_or_timeframe}:{source_end_time_or_request_window},Stable metric/source-window key,Never null,,,Primary field
RAW_Instagram_Account_Insights,2,canonical_ig_user_id,Text,Yes,No,Identity,/me.id,Canonical IG account ID,Never use insights prefix,INSTAGRAM_USER_ID,RAW_Instagram_Accounts,
RAW_Instagram_Account_Insights,3,source_account_id,Text,No,Yes,Identity,media id or account sentinel,Media ID; account rows may use canonical ID,Text,,,
RAW_Instagram_Account_Insights,4,metric_name,Text,Yes,No,Identity,name,Exact metric name,Do not rename in RAW,reach,,
RAW_Instagram_Account_Insights,5,period,Text,No,Yes,Query contract,period,Requested/returned period,Null valid for lifetime metrics,,,
RAW_Instagram_Account_Insights,6,timeframe,Text,No,Yes,Query contract,timeframe,Requested timeframe when supported,Null valid,,,
RAW_Instagram_Account_Insights,7,response_shape,SingleSelect,Yes,No,Contract,adapter,Observed response shape,Never assume uniform shape,total_value,values|total_value|other,
RAW_Instagram_Account_Insights,8,value_number,Number,No,Yes,Metric,values[].value or total_value.value,Numeric metric value,0 is real; null only missing/unsupported,0,,
RAW_Instagram_Account_Insights,9,value_json,LongText,No,Yes,Metric raw,non-scalar value,Preserve structured metric,Null valid,,,JSON
RAW_Instagram_Account_Insights,10,end_time_raw,Text,No,Yes,Source time,values[].end_time,Exact Meta source end_time,Keep raw before timezone derive,2026-07-17T07:00:00+0000,,
RAW_Instagram_Account_Insights,11,request_since,Text,No,Yes,Query window,since,Exact request lower bound,Audit only,2026-07-16,,
RAW_Instagram_Account_Insights,12,request_until,Text,No,Yes,Query window,until,Exact request upper bound,Audit only,2026-07-21,,
RAW_Instagram_Account_Insights,13,snapshot_date,Date,Yes,No,Derived date,end_time/fetched_at in Asia/Bangkok,Canonical reporting date,Bangkok date; 0 rows retained,2026-07-17,,
RAW_Instagram_Account_Insights,14,fetched_at,DateTime,Yes,No,Audit,connector clock,Fetch instant UTC,Exact instant,,,
RAW_Instagram_Account_Insights,15,source_payload_json,LongText,Yes,No,Audit,metric object,Redacted raw metric payload,No token,,,JSON
RAW_Instagram_Account_Insights,16,sync_run_id,Text,Yes,No,Audit,runtime,Sync correlation,Never null,,MKT_Sync_Log,
